t,Denmark,Estonia,Finland,Latvia,Lithuania,Sweden,Norway
04/01/2030 17:00,0.669077,0.086062,0.322221,0.023834,0.093658,0.292625,0.361727
04/01/2030 18:00,0.700882,0.137206,0.316396,0.014982,0.069829,0.297697,0.348083
04/01/2030 19:00,0.690617,0.182396,0.290001,0.010176,0.04528,0.297261,0.325848
04/01/2030 20:00,0.68328,0.199459,0.242424,0.008157,0.030194,0.266879,0.310433
04/01/2030 21:00,0.672028,0.205257,0.214751,0.00741,0.024091,0.257648,0.294149
04/01/2030 22:00,0.687588,0.142551,0.191919,0.009319,0.033036,0.312472,0.278998
04/01/2030 23:00,0.69573,0.10378,0.171229,0.007017,0.012912,0.322363,0.250754
05/01/2030 00:00,0.700048,0.085079,0.143938,0.00663,0.002576,0.310568,0.231529
05/01/2030 01:00,0.686521,0.104722,0.135586,0.011389,0.000355,0.295074,0.221428
05/01/2030 02:00,0.667138,0.136375,0.157239,0.028707,0,0.273385,0.211933
05/01/2030 03:00,0.615294,0.203208,0.226937,0.059874,0,0.288935,0.199823
05/01/2030 04:00,0.558672,0.288742,0.342517,0.100906,0.007081,0.341433,0.194573
05/01/2030 05:00,0.476254,0.299796,0.433239,0.142561,0.032627,0.374807,0.194665
05/01/2030 06:00,0.410185,0.209216,0.457702,0.167184,0.071113,0.401744,0.20152
05/01/2030 07:00,0.360343,0.140129,0.480369,0.157625,0.095926,0.416496,0.219194
05/01/2030 08:00,0.29677,0.116968,0.495729,0.124359,0.084194,0.431264,0.238139
05/01/2030 09:00,0.232241,0.109295,0.50589,0.105269,0.067524,0.456564,0.267593
05/01/2030 10:00,0.145067,0.062952,0.5171,0.121144,0.05972,0.486813,0.326562
05/01/2030 11:00,0.094758,0.058561,0.499303,0.16236,0.093617,0.490384,0.357097
05/01/2030 12:00,0.060468,0.059657,0.467656,0.19235,0.125102,0.489697,0.376633
05/01/2030 13:00,0.044014,0.048983,0.511026,0.214649,0.157448,0.500839,0.409385
05/01/2030 14:00,0.045886,0.069585,0.629259,0.1987,0.183389,0.513411,0.433585
05/01/2030 15:00,0.057938,0.16253,0.702043,0.203957,0.179085,0.526183,0.443561
05/01/2030 16:00,0.066925,0.248836,0.727825,0.225947,0.171888,0.529698,0.442118
05/01/2030 17:00,0.076178,0.349271,0.739791,0.252407,0.160038,0.526042,0.459486
05/01/2030 18:00,0.099725,0.466194,0.754804,0.288358,0.14503,0.518562,0.493177
05/01/2030 19:00,0.14749,0.605978,0.727744,0.33317,0.156864,0.517534,0.518689
05/01/2030 20:00,0.187436,0.765767,0.637237,0.357073,0.181097,0.520641,0.545519
05/01/2030 21:00,0.214679,0.887086,0.567265,0.395661,0.216757,0.529436,0.583975
05/01/2030 22:00,0.262295,0.946699,0.591291,0.573783,0.318215,0.575237,0.630366
05/01/2030 23:00,0.313711,0.948544,0.545458,0.693244,0.403191,0.576835,0.680017
06/01/2030 00:00,0.395638,0.949599,0.5417,0.786833,0.529005,0.566031,0.712622
06/01/2030 01:00,0.482853,0.949903,0.590091,0.836427,0.651326,0.555399,0.731209
06/01/2030 02:00,0.538578,0.949967,0.62703,0.870007,0.728904,0.560932,0.742723
06/01/2030 03:00,0.589561,0.94999,0.601,0.895654,0.774146,0.662112,0.762183
06/01/2030 04:00,0.643432,0.949996,0.582039,0.910944,0.813404,0.777985,0.776607
06/01/2030 05:00,0.70543,0.95,0.57954,0.909303,0.801273,0.781543,0.77525
06/01/2030 06:00,0.772045,0.95,0.575041,0.924117,0.785332,0.775809,0.748457
06/01/2030 07:00,0.822878,0.95,0.581734,0.943232,0.832383,0.775256,0.755018
06/01/2030 08:00,0.860066,0.95,0.587311,0.949427,0.913849,0.762828,0.769662
06/01/2030 09:00,0.887493,0.95,0.583689,0.949992,0.945352,0.751978,0.785725
